match_id,Pt,Set1,Set2,Gm1,Gm2,Pts,CourtSide,Gm#,TbSet,TB?,TBpt,Svr,Ret,Serving,1st,2nd,Notes,1stNoLet,2ndNoLet,1stSV,2ndSV,1stNoSV,2ndNoSV,1stIn,2ndIn,isRally1st,isRally2nd,Sv1,Sv2,Rally,isAce,isUnret,isRallyWinner,isForced,isUnforced,isDouble,rallyNoSpec,rallyNoError,rallyNoDirection,rallyLen,PtWinner,isSvrWinner,PtsAfter,GmW,Gm1,Gm2,SetW,Set1,Set2,RevTB,TBrev,rallyCount,T1st,T2nd,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,62,0,0,4,5,30-15,Adv,10,1,0,,2,1,MR,6+f2h3b1*,,,6+f2h3b1*,,1,,6f2h3b1*,,1,,1,0,6,,f2h3b1*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,f2h3b1,f2h3b1,fhb,3,1,0,30-30,0,4,5,0,0,0,,,4,6+ f2 h3 b1*,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,63,0,0,4,5,30-30,Adv,10,1,0,,2,1,MR,5n,5s29f3*,,5n,5s29f3*,0,0,5n,5s29f3*,0,1,0,1,5n,5,s29f3*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,s29f3,s29f3,sf,2,2,1,40-30,0,4,5,0,0,0,,,3,5n,5 s29 f3*,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,64,0,0,4,5,40-30,Adv,10,1,0,,2,1,MR,5s18f1f1d@,,,5s18f1f1d@,,0,,5s18f1f1d@,,1,,1,0,5,,s18f1f1d@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,s18f1f1d,s18f1f1,sff,3,2,1,GM,2,4,6,2,0,1,,,3,5 s18 f1 f1d@,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,65,0,1,0,0,0-0,Due,11,1,0,,1,2,RF,5f29b3b3b1n#,,,5f29b3b3b1n#,,0,,5f29b3b3b1n#,,1,,1,0,5,,f29b3b3b1n#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f29b3b3b1n,f29b3b3b1,fbbb,4,2,0,0-15,0,0,0,0,0,1,,,4,5 f29 b3 b3 b1n#,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,66,0,1,0,0,0-15,Adv,11,1,0,,1,2,RF,4b3n#,,,4b3n#,,0,,4b3n#,,1,,1,0,4,,b3n#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,b3n,b3,b,1,1,1,15-15,0,0,0,0,0,1,,,1,4 b3n#,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,67,0,1,0,0,15-15,Due,11,1,0,,1,2,RF,4f19f2f+3b3i3z3n@,,,4f19f2f+3b3i3z3n@,,0,,4f19f2f+3b3i3z3n@,,1,,1,0,4,,f19f2f+3b3i3z3n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,f19f2f3b3i3z3n,f19f2f3b3i3z3,fffbiz,6,2,0,15-30,0,0,0,0,0,1,,,6,4 f19 f2 f+3 b3 i3 z3n@,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,68,0,1,0,0,15-30,Adv,11,1,0,,1,2,RF,6f29f2f2f1f1f+3b2v2b1n@,,,6f29f2f2f1f1f+3b2v2b1n@,,0,,6f29f2f2f1f1f+3b2v2b1n@,,1,,1,0,6,,f29f2f2f1f1f+3b2v2b1n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,f29f2f2f1f1f3b2v2b1n,f29f2f2f1f1f3b2v2b1,ffffffbvb,9,1,1,30-30,0,0,0,0,0,1,,,9,6 f29 f2 f2 f1 f1 f+3 b2 v2 b1n@,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,69,0,1,0,0,30-30,Adv,11,1,0,,1,2,RF,4n,6b19f2f2b2b3b2b2f2b3w@,,4n,6b19f2f2b2b3b2b2f2b3w@,0,0,4n,6b19f2f2b2b3b2b2f2b3w@,0,1,0,1,4n,6,b19f2f2b2b3b2b2f2b3w@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,b19f2f2b2b3b2b2f2b3w,b19f2f2b2b3b2b2f2b3,bffbbbbfb,9,1,1,40-30,0,0,0,0,0,1,,,9,4n,6 b19 f2 f2 b2 b3 b2 b2 f2 b3w@,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,70,0,1,0,0,40-30,Adv,11,1,0,,1,2,RF,4b38b2f3b2b1n@,,,4b38b2f3b2b1n@,,0,,4b38b2f3b2b1n@,,1,,1,0,4,,b38b2f3b2b1n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,b38b2f3b2b1n,b38b2f3b2b1,bbfbb,5,1,1,GM,1,1,0,0,0,1,,,5,4 b38 b2 f3 b2 b1n@,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,71,0,1,1,0,0-0,Due,12,1,0,,2,1,MR,5b29f3b2n@,,,5b29f3b2n@,,0,,5b29f3b2n@,,1,,1,0,5,,b29f3b2n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,b29f3b2n,b29f3b2,bfb,3,2,1,15-0,0,1,0,0,0,1,,,3,5 b29 f3 b2n@,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,72,0,1,1,0,15-0,Adv,12,1,0,,2,1,MR,4w,4s2n@,,4w,4s2n@,0,0,4w,4s2n@,0,1,0,1,4w,4,s2n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,s2n,s2,s,1,2,1,30-0,0,1,0,0,0,1,,,1,4w,4 s2n@,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,73,0,1,1,0,30-0,Due,12,1,0,,2,1,MR,6s37s+3b1v3b1w@,,,6s37s+3b1v3b1w@,,0,,6s37s+3b1v3b1w@,,1,,1,0,6,,s37s+3b1v3b1w@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,s37s3b1v3b1w,s37s3b1v3b1,ssbvb,5,2,1,40-0,0,1,0,0,0,1,,,5,6 s37 s+3 b1 v3 b1w@,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,74,0,1,1,0,40-0,Adv,12,1,0,,2,1,MR,4w,4w,,4w,4w,0,0,4w,4w,0,0,0,0,4w,4w,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,0,1,0,40-15,0,1,0,0,0,1,,,0,4w,4w,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,75,0,1,1,0,40-15,Due,12,1,0,,2,1,MR,6d,5b+38s3z1*,,6d,5b+38s3z1*,0,0,6d,5b+38s3z1*,0,1,0,1,6d,5,b+38s3z1*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,b38s3z1,b38s3z1,bsz,3,1,0,40-30,0,1,0,0,0,1,,,4,6d,5 b+38 s3 z1*,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,76,0,1,1,0,40-30,Adv,12,1,0,,2,1,MR,4x,5b27s2f3b2f3n#,,4x,5b27s2f3b2f3n#,0,0,4x,5b27s2f3b2f3n#,0,1,0,1,4x,5,b27s2f3b2f3n#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,b27s2f3b2f3n,b27s2f3b2f3,bsfbf,5,2,1,GM,2,1,1,0,0,1,,,5,4x,5 b27 s2 f3 b2 f3n#,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,77,0,1,1,1,0-0,Due,13,1,0,,1,2,RF,6n,4f28b2s3b3b3w@,,6n,4f28b2s3b3b3w@,0,0,6n,4f28b2s3b3b3w@,0,1,0,1,6n,4,f28b2s3b3b3w@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,f28b2s3b3b3w,f28b2s3b3b3,fbsbb,5,1,1,15-0,0,1,1,0,0,1,,,5,6n,4 f28 b2 s3 b3 b3w@,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,78,0,1,1,1,15-0,Adv,13,1,0,,1,2,RF,6w,5f3w@,,6w,5f3w@,0,0,6w,5f3w@,0,1,0,1,6w,5,f3w@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,f3w,f3,f,1,1,1,30-0,0,1,1,0,0,1,,,1,6w,5 f3w@,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,79,0,1,1,1,30-0,Due,13,1,0,,1,2,RF,4w,5f17f3b2y1n@,,4w,5f17f3b2y1n@,0,0,4w,5f17f3b2y1n@,0,1,0,1,4w,5,f17f3b2y1n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,f17f3b2y1n,f17f3b2y1,ffby,4,2,0,30-15,0,1,1,0,0,1,,,4,4w,5 f17 f3 b2 y1n@,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,80,0,1,1,1,30-15,Adv,13,1,0,,1,2,RF,5b2d#,,,5b2d#,,0,,5b2d#,,1,,1,0,5,,b2d#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,b2d,b2,b,1,1,1,40-15,0,1,1,0,0,1,,,1,5 b2d#,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,81,0,1,1,1,40-15,Due,13,1,0,,1,2,RF,6s2n#,,,6s2n#,,0,,6s2n#,,1,,1,0,6,,s2n#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,s2n,s2,s,1,1,1,GM,1,2,1,0,0,1,,,1,6 s2n#,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,82,0,1,2,1,0-0,Due,14,1,0,,2,1,MR,4s29f3b2f1f1f1f;2f1*,,,4s29f3b2f1f1f1f;2f1*,,0,,4s29f3b2f1f1f1f;2f1*,,1,,1,0,4,,s29f3b2f1f1f1f;2f1*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,s29f3b2f1f1f1f2f1,s29f3b2f1f1f1f2f1,sfbfffff,8,2,1,15-0,0,2,1,0,0,1,,,9,4 s29 f3 b2 f1 f1 f1 f;2 f1*,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,83,0,1,2,1,15-0,Adv,14,1,0,,2,1,MR,4n,4s38f3b2f1d@,,4n,4s38f3b2f1d@,0,0,4n,4s38f3b2f1d@,0,1,0,1,4n,4,s38f3b2f1d@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,s38f3b2f1d,s38f3b2f1,sfbf,4,1,0,15-15,0,2,1,0,0,1,,,4,4n,4 s38 f3 b2 f1d@,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,84,0,1,2,1,15-15,Due,14,1,0,,2,1,MR,6+s2z3b3n#,,,6+s2z3b3n#,,1,,6s2z3b3n#,,1,,1,0,6,,s2z3b3n#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,s2z3b3n,s2z3b3,szb,3,2,1,30-15,0,2,1,0,0,1,,,3,6+ s2 z3 b3n#,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,85,0,1,2,1,30-15,Adv,14,1,0,,2,1,MR,4w,5d,,4w,5d,0,0,4w,5d,0,0,0,0,4w,5d,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,0,1,0,30-30,0,2,1,0,0,1,,,0,4w,5d,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,86,0,1,2,1,30-30,Adv,14,1,0,,2,1,MR,4r27f-1*,,,4r27f-1*,,0,,4r27f-1*,,1,,1,0,4,,r27f-1*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,r27f1,r27f1,rf,2,2,1,40-30,0,2,1,0,0,1,,,3,4 r27 f-1*,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,87,0,1,2,1,40-30,Adv,14,1,0,,2,1,MR,4w,4w,,4w,4w,0,0,4w,4w,0,0,0,0,4w,4w,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,0,1,0,40-40,0,2,1,0,0,1,,,0,4w,4w,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,88,0,1,2,1,40-40,Due,14,1,0,,2,1,MR,6n,6d,,6n,6d,0,0,6n,6d,0,0,0,0,6n,6d,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,0,1,0,40-AD,0,2,1,0,0,1,,,0,6n,6d,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,89,0,1,2,1,40-AD,Adv,14,1,0,,2,1,MR,4n,4s28f3b3d@,,4n,4s28f3b3d@,0,0,4n,4s28f3b3d@,0,1,0,1,4n,4,s28f3b3d@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,s28f3b3d,s28f3b3,sfb,3,2,1,40-40,0,2,1,0,0,1,,,3,4n,4 s28 f3 b3d@,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,90,0,1,2,1,40-40,Due,14,1,0,,2,1,MR,6#,,,6#,,0,,6#,,1,,0,0,6#,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,0,2,1,AD-40,0,2,1,0,0,1,,,1,6#,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,91,0,1,2,1,AD-40,Adv,14,1,0,,2,1,MR,4n,5s3n@,,4n,5s3n@,0,0,4n,5s3n@,0,1,0,1,4n,5,s3n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,s3n,s3,s,1,2,1,GM,2,2,2,0,0,1,,,1,4n,5 s3n@,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,92,0,1,2,2,0-0,Due,15,1,0,,1,2,RF,5b;29b3b3b2f1f2s3w@,,,5b;29b3b3b2f1f2s3w@,,0,,5b;29b3b3b2f1f2s3w@,,1,,1,0,5,,b;29b3b3b2f1f2s3w@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,b29b3b3b2f1f2s3w,b29b3b3b2f1f2s3,bbbbffs,7,1,1,15-0,0,2,2,0,0,1,,,7,5 b;29 b3 b3 b2 f1 f2 s3w@,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,93,0,1,2,2,15-0,Adv,15,1,0,,1,2,RF,4+b3w#,,,4+b3w#,,1,,4b3w#,,1,,1,0,4,,b3w#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,b3w,b3,b,1,1,1,30-0,0,2,2,0,0,1,,,1,4+ b3w#,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,94,0,1,2,2,30-0,Due,15,1,0,,1,2,RF,4*,,,4*,,0,,4*,,1,,0,0,4*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,1,1,40-0,0,2,2,0,0,1,,,1,4*,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,95,0,1,2,2,40-0,Adv,15,1,0,,1,2,RF,4*,,,4*,,0,,4*,,1,,0,0,4*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,1,1,GM,1,3,2,0,0,1,,,1,4*,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,96,0,1,3,2,0-0,Due,16,1,0,,2,1,MR,4w,5b27f3b3f3b3b1*,,4w,5b27f3b3f3b3b1*,0,0,4w,5b27f3b3f3b3b1*,0,1,0,1,4w,5,b27f3b3f3b3b1*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,b27f3b3f3b3b1,b27f3b3f3b3b1,bfbfbb,6,2,1,15-0,0,3,2,0,0,1,,,7,4w,5 b27 f3 b3 f3 b3 b1*,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,97,0,1,3,2,15-0,Adv,16,1,0,,2,1,MR,5s28f3w@,,,5s28f3w@,,0,,5s28f3w@,,1,,1,0,5,,s28f3w@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,s28f3w,s28f3,sf,2,1,0,15-15,0,3,2,0,0,1,,,2,5 s28 f3w@,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,98,0,1,3,2,15-15,Due,16,1,0,,2,1,MR,5#,,,5#,,0,,5#,,1,,0,0,5#,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,0,2,1,30-15,0,3,2,0,0,1,,,1,5#,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,99,0,1,3,2,30-15,Adv,16,1,0,,2,1,MR,4*,,,4*,,0,,4*,,1,,0,0,4*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,2,1,40-15,0,3,2,0,0,1,,,1,4*,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,100,0,1,3,2,40-15,Due,16,1,0,,2,1,MR,6b27f+3m2d#,,,6b27f+3m2d#,,0,,6b27f+3m2d#,,1,,1,0,6,,b27f+3m2d#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,b27f3m2d,b27f3m2,bfm,3,2,1,GM,2,3,3,0,0,1,,,3,6 b27 f+3 m2d#,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,101,0,1,3,3,0-0,Due,17,1,0,,1,2,RF,6b1w#,,,6b1w#,,0,,6b1w#,,1,,1,0,6,,b1w#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,b1w,b1,b,1,1,1,15-0,0,3,3,0,0,1,,,1,6 b1w#,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,102,0,1,3,3,15-0,Adv,17,1,0,,1,2,RF,4*,,,4*,,0,,4*,,1,,0,0,4*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,1,1,30-0,0,3,3,0,0,1,,,1,4*,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,103,0,1,3,3,30-0,Due,17,1,0,,1,2,RF,4n,6+b19*,,4n,6+b19*,0,1,4n,6b19*,0,1,0,1,4n,6,b19*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,b19,b19,b,1,2,0,30-15,0,3,3,0,0,1,,,2,4n,6+ b19*,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,104,0,1,3,3,30-15,Adv,17,1,0,,1,2,RF,4b28f2f3s3f3b2n#,,,4b28f2f3s3f3b2n#,,0,,4b28f2f3s3f3b2n#,,1,,1,0,4,,b28f2f3s3f3b2n#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,b28f2f3s3f3b2n,b28f2f3s3f3b2,bffsfb,6,2,0,30-30,0,3,3,0,0,1,,,6,4 b28 f2 f3 s3 f3 b2n#,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,105,0,1,3,3,30-30,Adv,17,1,0,,1,2,RF,6s39f1f1f3w@,,,6s39f1f1f3w@,,0,,6s39f1f1f3w@,,1,,1,0,6,,s39f1f1f3w@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,s39f1f1f3w,s39f1f1f3,sfff,4,2,0,30-40,0,3,3,0,0,1,,,4,6 s39 f1 f1 f3w@,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,106,0,1,3,3,30-40,Adv,17,1,0,,1,2,RF,6f28f1f1f1f3s2n#,,,6f28f1f1f1f3s2n#,,0,,6f28f1f1f1f3s2n#,,1,,1,0,6,,f28f1f1f1f3s2n#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f28f1f1f1f3s2n,f28f1f1f1f3s2,fffffs,6,2,0,GM,2,3,4,0,0,1,,,6,6 f28 f1 f1 f1 f3 s2n#,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,107,0,1,3,4,0-0,Due,18,1,0,,2,1,MR,4f27f-3b2d#,,,4f27f-3b2d#,,0,,4f27f-3b2d#,,1,,1,0,4,,f27f-3b2d#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f27f3b2d,f27f3b2,ffb,3,2,1,15-0,0,3,4,0,0,1,,,3,4 f27 f-3 b2d#,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,108,0,1,3,4,15-0,Adv,18,1,0,,2,1,MR,6w,4b29f2f3b3b2n@,,6w,4b29f2f3b3b2n@,0,0,6w,4b29f2f3b3b2n@,0,1,0,1,6w,4,b29f2f3b3b2n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,b29f2f3b3b2n,b29f2f3b3b2,bffbb,5,2,1,30-0,0,3,4,0,0,1,,,5,6w,4 b29 f2 f3 b3 b2n@,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,109,0,1,3,4,30-0,Due,18,1,0,,2,1,MR,4+f27h3b3z1*,,,4+f27h3b3z1*,,1,,4f27h3b3z1*,,1,,1,0,4,,f27h3b3z1*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,f27h3b3z1,f27h3b3z1,fhbz,4,2,1,40-0,0,3,4,0,0,1,,,5,4+ f27 h3 b3 z1*,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,110,0,1,3,4,40-0,Adv,18,1,0,,2,1,MR,4*,,,4*,,0,,4*,,1,,0,0,4*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,2,1,GM,2,3,5,0,0,1,,,1,4*,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,111,0,1,3,5,0-0,Due,19,1,0,,1,2,RF,6d,5f29f2f3s3s3s3b1f3b3b3b3w@,,6d,5f29f2f3s3s3s3b1f3b3b3b3w@,0,0,6d,5f29f2f3s3s3s3b1f3b3b3b3w@,0,1,0,1,6d,5,f29f2f3s3s3s3b1f3b3b3b3w@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,f29f2f3s3s3s3b1f3b3b3b3w,f29f2f3s3s3s3b1f3b3b3b3,fffsssbfbbb,11,1,1,15-0,0,3,5,0,0,1,,,11,6d,5 f29 f2 f3 s3 s3 s3 b1 f3 b3 b3 b3w@,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,112,0,1,3,5,15-0,Adv,19,1,0,,1,2,RF,6f2n#,,,6f2n#,,0,,6f2n#,,1,,1,0,6,,f2n#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f2n,f2,f,1,1,1,30-0,0,3,5,0,0,1,,,1,6 f2n#,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,113,0,1,3,5,30-0,Due,19,1,0,,1,2,RF,6d,6+s2z1f3w#,Federer incorrect challenge (1st serve),6d,6+s2z1f3w#,0,1,6d,6s2z1f3w#,0,1,0,1,6d,6,s2z1f3w#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,s2z1f3w,s2z1f3,szf,3,1,1,40-0,0,3,5,0,0,1,,,3,6d,6+ s2 z1 f3w#,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,114,0,1,3,5,40-0,Adv,19,1,0,,1,2,RF,6*,,,6*,,0,,6*,,1,,0,0,6*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,1,1,GM,1,4,5,0,0,1,,,1,6*,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,115,0,1,4,5,0-0,Due,20,1,0,,2,1,MR,4d,5s28f3s3d#,Raonic incorrect challenge (1st serve),4d,5s28f3s3d#,0,0,4d,5s28f3s3d#,0,1,0,1,4d,5,s28f3s3d#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,s28f3s3d,s28f3s3,sfs,3,2,1,15-0,0,4,5,0,0,1,,,3,4d,5 s28 f3 s3d#,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,116,0,1,4,5,15-0,Adv,20,1,0,,2,1,MR,4s29f3w@,,,4s29f3w@,,0,,4s29f3w@,,1,,1,0,4,,s29f3w@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,s29f3w,s29f3,sf,2,1,0,15-15,0,4,5,0,0,1,,,2,4 s29 f3w@,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,117,0,1,4,5,15-15,Due,20,1,0,,2,1,MR,6+b2h2n#,,,6+b2h2n#,,1,,6b2h2n#,,1,,1,0,6,,b2h2n#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,b2h2n,b2h2,bh,2,1,0,15-30,0,4,5,0,0,1,,,2,6+ b2 h2n#,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,118,0,1,4,5,15-30,Adv,20,1,0,,2,1,MR,6r17f+3b3w#,,,6r17f+3b3w#,,0,,6r17f+3b3w#,,1,,1,0,6,,r17f+3b3w#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,r17f3b3w,r17f3b3,rfb,3,2,1,30-30,0,4,5,0,0,1,,,3,6 r17 f+3 b3w#,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,119,0,1,4,5,30-30,Adv,20,1,0,,2,1,MR,6s18f+3b3n@,,,6s18f+3b3n@,,0,,6s18f+3b3n@,,1,,1,0,6,,s18f+3b3n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,s18f3b3n,s18f3b3,sfb,3,2,1,40-30,0,4,5,0,0,1,,,3,6 s18 f+3 b3n@,,
20160110-M-Brisbane-F-Roger_Federer-Milos_Raonic,120,0,1,4,5,40-30,Adv,20,1,0,,2,1,MR,4s2d#,,,4s2d#,,0,,4s2d#,,1,,1,0,4,,s2d#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,s2d,s2,s,1,2,1,GM,2,4,6,2,0,2,,,1,4 s2d#,,
20150321-M-Indian_Wells_Masters-SF-Milos_Raonic-Roger_Federer,1,0,0,0,0,0-0,Due,1,1,0,,1,2,MR,6d,5b2d#,,6d,5b2d#,0,0,6d,5b2d#,0,1,0,1,6d,5,b2d#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,b2d,b2,b,1,1,1,15-0,0,0,0,0,0,0,,,1,6d,5 b2d#,
20150321-M-Indian_Wells_Masters-SF-Milos_Raonic-Roger_Federer,2,0,0,0,0,15-0,Adv,1,1,0,,1,2,MR,6n,4b1d#,,6n,4b1d#,0,0,6n,4b1d#,0,1,0,1,6n,4,b1d#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,b1d,b1,b,1,1,1,30-0,0,0,0,0,0,0,,,1,6n,4 b1d#,
20150321-M-Indian_Wells_Masters-SF-Milos_Raonic-Roger_Federer,3,0,0,0,0,30-0,Due,1,1,0,,1,2,MR,6#,,,6#,,0,,6#,,1,,0,0,6#,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,0,1,1,40-0,0,0,0,0,0,0,,,1,6#,,
20150321-M-Indian_Wells_Masters-SF-Milos_Raonic-Roger_Federer,4,0,0,0,0,40-0,Adv,1,1,0,,1,2,MR,6w,4s39f3*,,6w,4s39f3*,0,0,6w,4s39f3*,0,1,0,1,6w,4,s39f3*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,s39f3,s39f3,sf,2,1,1,GM,1,1,0,0,0,0,,,3,6w,4 s39 f3*,
20150321-M-Indian_Wells_Masters-SF-Milos_Raonic-Roger_Federer,5,0,0,1,0,0-0,Due,2,1,0,,2,1,RF,5f18f2f3w@,,,5f18f2f3w@,,0,,5f18f2f3w@,,1,,1,0,5,,f18f2f3w@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,f18f2f3w,f18f2f3,fff,3,2,1,15-0,0,1,0,0,0,0,,,3,5 f18 f2 f3w@,,
20150321-M-Indian_Wells_Masters-SF-Milos_Raonic-Roger_Federer,6,0,0,1,0,15-0,Adv,2,1,0,,2,1,RF,4w,6f28f3b3f2f3b3f1n@,,4w,6f28f3b3f2f3b3f1n@,0,0,4w,6f28f3b3f2f3b3f1n@,0,1,0,1,4w,6,f28f3b3f2f3b3f1n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,f28f3b3f2f3b3f1n,f28f3b3f2f3b3f1,ffbffbf,7,2,1,30-0,0,1,0,0,0,0,,,7,4w,6 f28 f3 b3 f2 f3 b3 f1n@,
